payment_id,order_id,payment_method,amount,payment_status,payment_date
7084,7084,Card,87748.52,Paid,2023-01-29
7085,7085,Cash on Delivery,24411.68,Paid,2024-12-24
7086,7086,Bank Transfer,221242.3,Paid,2024-07-12
7087,7087,Bank Transfer,33642.29,Paid,2024-08-23
7088,7088,Cash on Delivery,116561.51,Paid,2023-09-21
7089,7089,Mobile Money,102584.46,Paid,2023-04-02
7090,7090,Cash on Delivery,53472.48,Pending,2025-08-09
7091,7091,Cash on Delivery,403704.98,Refunded,2024-03-20
7092,7092,Bank Transfer,184882.54,Paid,2024-11-01
7093,7093,Bank Transfer,285145.54,Paid,2025-07-05
7094,7094,Mobile Money,69963.38,Paid,2023-09-24
7095,7095,Cash on Delivery,170873.42,Failed,2025-12-25
7096,7096,Cash on Delivery,89147.39,Pending,2023-05-23
7097,7097,Bank Transfer,232574.65,Paid,2025-06-15
7098,7098,Card,152862.02,Paid,2025-09-04
7099,7099,Bank Transfer,116947.36,Paid,2024-01-09
7100,7100,Cash on Delivery,29142.73,Paid,2023-06-24
7101,7101,Bank Transfer,33071.4,Paid,2025-03-18
7102,7102,Mobile Money,382856.85,Paid,2025-10-15
7103,7103,Cash on Delivery,133151.97,Paid,2023-07-04
7104,7104,Card,54596.53,Paid,2024-08-16
7105,7105,Mobile Money,143902.13,Paid,2024-05-16
7106,7106,Mobile Money,100204.42,Paid,2024-02-08
7107,7107,Card,211228.96,Paid,2025-01-31
7108,7108,Card,37036.61,Paid,2025-07-01
7109,7109,Cash on Delivery,115053.9,Paid,2023-01-22
7110,7110,Card,179996.67,Paid,2023-04-24
7111,7111,Card,256916.09,Paid,2026-05-04
7112,7112,Bank Transfer,357125.9,Paid,2024-07-02
7113,7113,Card,131169.8,Paid,2024-01-11
7114,7114,Mobile Money,136132.9,Paid,2026-05-29
7115,7115,Mobile Money,242386.3,Pending,2023-08-08
7116,7116,Bank Transfer,91982.31,Paid,2024-11-14
7117,7117,Card,187679.7,Paid,2026-04-03
7118,7118,Mobile Money,54444.08,Paid,2026-05-24
7119,7119,Cash on Delivery,99704.83,Paid,2023-02-03
7120,7120,Cash on Delivery,89576.54,Paid,2023-10-25
7121,7121,Bank Transfer,7463.16,Paid,2023-06-08
7122,7122,Bank Transfer,408141.54,Paid,2025-08-04
7123,7123,Card,157108.57,Paid,2023-08-10
7124,7124,Mobile Money,100880.05,Paid,2024-02-05
7125,7125,Card,62396.97,Paid,2024-05-19
7126,7126,Cash on Delivery,79837.37,Paid,2025-09-15
7127,7127,Bank Transfer,17411.11,Paid,2024-10-11
7128,7128,Card,9412.8,Paid,2025-08-01
7129,7129,Bank Transfer,126295.1,Paid,2024-09-02
7130,7130,Card,169552.21,Paid,2023-03-17
7131,7131,Cash on Delivery,68123.61,Failed,2026-04-18
7132,7132,Bank Transfer,465850.41,Paid,2023-07-16
7133,7133,Bank Transfer,208452.22,Paid,2025-09-06
7134,7134,Card,334058.72,Paid,2024-05-21
7135,7135,Cash on Delivery,42544.6,Paid,2024-03-10
7136,7136,Bank Transfer,420990.67,Paid,2025-08-22
7137,7137,Mobile Money,44114.28,Paid,2024-05-26
7138,7138,Card,70210.94,Pending,2024-08-11
7139,7139,Card,32343.67,Paid,2023-10-05
7140,7140,Mobile Money,304740.97,Paid,2023-12-20
7141,7141,Bank Transfer,264600.85,Paid,2026-04-24
7142,7142,Cash on Delivery,10671.06,Paid,2025-08-26
7143,7143,Cash on Delivery,133095.67,Paid,2024-11-19
7144,7144,Mobile Money,129932.4,Paid,2025-01-24
7145,7145,Bank Transfer,202441.05,Paid,2024-10-23
7146,7146,Cash on Delivery,247070.85,Paid,2024-02-04
7147,7147,Cash on Delivery,19225.04,Paid,2023-10-30
7148,7148,Card,131525.11,Paid,2026-05-30
7149,7149,Mobile Money,73714.62,Paid,2026-01-17
7150,7150,Mobile Money,168596.49,Paid,2025-02-06
7151,7151,Bank Transfer,272532.0,Paid,2025-04-19
7152,7152,Cash on Delivery,115180.31,Paid,2025-12-13
7153,7153,Bank Transfer,143641.06,Paid,2025-04-24
7154,7154,Mobile Money,277278.52,Failed,2025-07-20
7155,7155,Card,115612.22,Paid,2023-01-21
7156,7156,Mobile Money,157706.35,Paid,2023-04-11
7157,7157,Card,107429.52,Paid,2025-09-10
7158,7158,Bank Transfer,207439.32,Paid,2023-02-22
7159,7159,Card,123564.72,Paid,2024-10-17
7160,7160,Cash on Delivery,108012.42,Paid,2026-02-12
7161,7161,Cash on Delivery,146494.75,Paid,2024-06-03
7162,7162,Card,167269.38,Pending,2025-07-03
7163,7163,Card,272733.75,Paid,2025-05-24
7164,7164,Card,227961.68,Paid,2024-08-28
7165,7165,Bank Transfer,88018.37,Refunded,2024-04-24
7166,7166,Bank Transfer,217374.98,Paid,2026-03-21
7167,7167,Mobile Money,123624.47,Paid,2026-03-28
7168,7168,Card,155826.85,Paid,2025-05-31
7169,7169,Cash on Delivery,218583.8,Refunded,2024-12-07
7170,7170,Mobile Money,28980.55,Paid,2024-02-28
7171,7171,Card,483118.37,Paid,2024-08-13
7172,7172,Mobile Money,151891.73,Paid,2023-08-25
7173,7173,Bank Transfer,186502.16,Pending,2023-01-08
7174,7174,Bank Transfer,180291.77,Paid,2023-02-24
7175,7175,Bank Transfer,106364.69,Failed,2026-02-28
7176,7176,Bank Transfer,91671.91,Paid,2024-12-28
7177,7177,Cash on Delivery,8612.62,Paid,2025-02-12
7178,7178,Bank Transfer,312187.95,Paid,2024-10-11
7179,7179,Card,120465.59,Pending,2025-06-18
7180,7180,Mobile Money,134374.32,Paid,2025-03-07
7181,7181,Card,73183.02,Paid,2025-12-18
7182,7182,Card,190584.21,Paid,2025-11-02
7183,7183,Mobile Money,530505.91,Paid,2025-01-11
7184,7184,Cash on Delivery,31324.0,Paid,2026-06-07
7185,7185,Card,92275.3,Paid,2026-05-15
7186,7186,Card,75647.29,Paid,2026-03-02
7187,7187,Cash on Delivery,144903.03,Paid,2025-09-04
7188,7188,Bank Transfer,254732.44,Paid,2023-11-20
7189,7189,Card,106708.08,Paid,2025-11-21
7190,7190,Cash on Delivery,164607.7,Paid,2026-06-25
7191,7191,Mobile Money,15950.02,Paid,2025-11-29
7192,7192,Bank Transfer,232820.31,Paid,2026-01-06
7193,7193,Card,147730.1,Paid,2023-03-24
7194,7194,Card,276113.52,Paid,2024-10-24
7195,7195,Bank Transfer,170299.15,Paid,2023-08-21
7196,7196,Card,119869.2,Refunded,2025-01-16
7197,7197,Mobile Money,70208.15,Pending,2023-05-18
7198,7198,Card,17444.68,Paid,2024-08-17
7199,7199,Card,46755.1,Paid,2025-08-19
7200,7200,Mobile Money,51969.66,Paid,2024-04-24
7201,7201,Cash on Delivery,100350.83,Paid,2025-04-12
7202,7202,Cash on Delivery,200432.43,Paid,2025-01-24
7203,7203,Cash on Delivery,263271.85,Paid,2026-01-14
7204,7204,Cash on Delivery,181682.68,Paid,2025-10-28
7205,7205,Cash on Delivery,67908.14,Paid,2025-04-06
7206,7206,Card,226741.04,Paid,2024-10-28
7207,7207,Mobile Money,86544.57,Paid,2023-10-27
7208,7208,Cash on Delivery,121864.73,Paid,2024-05-21
7209,7209,Card,281154.75,Paid,2024-03-25
7210,7210,Cash on Delivery,153433.17,Pending,2024-05-21
7211,7211,Bank Transfer,462645.59,Paid,2026-03-11
7212,7212,Card,100812.97,Paid,2024-10-29
7213,7213,Mobile Money,136255.85,Paid,2023-04-24
7214,7214,Mobile Money,73893.94,Paid,2023-04-05
7215,7215,Mobile Money,46047.68,Paid,2023-11-18
7216,7216,Cash on Delivery,23178.53,Paid,2023-02-25
7217,7217,Mobile Money,350764.6,Paid,2024-04-18
7218,7218,Card,446454.92,Paid,2024-12-29
7219,7219,Bank Transfer,63754.41,Paid,2024-08-16
7220,7220,Bank Transfer,158675.17,Paid,2024-09-15
7221,7221,Cash on Delivery,258770.93,Paid,2023-09-05
7222,7222,Cash on Delivery,138332.4,Paid,2026-04-11
7223,7223,Card,101955.89,Paid,2025-06-24
7224,7224,Mobile Money,228530.11,Paid,2026-02-07
7225,7225,Mobile Money,110710.11,Paid,2025-07-31
7226,7226,Mobile Money,138258.77,Paid,2024-09-14
7227,7227,Cash on Delivery,114380.45,Paid,2024-02-15
7228,7228,Mobile Money,284308.73,Paid,2025-03-13
7229,7229,Mobile Money,80179.34,Pending,2025-06-14
7230,7230,Card,68439.3,Paid,2023-03-10
7231,7231,Card,157826.69,Paid,2024-12-16
7232,7232,Bank Transfer,228476.45,Paid,2025-04-17
7233,7233,Mobile Money,43592.08,Paid,2023-09-21
7234,7234,Bank Transfer,234267.19,Paid,2024-05-11
7235,7235,Mobile Money,102149.76,Failed,2025-09-17
7236,7236,Mobile Money,192327.91,Paid,2026-03-11
7237,7237,Bank Transfer,340693.0,Paid,2026-03-20
7238,7238,Bank Transfer,87618.38,Pending,2023-07-31
7239,7239,Bank Transfer,92621.68,Paid,2024-01-29
7240,7240,Cash on Delivery,209045.02,Pending,2025-01-31
7241,7241,Card,97216.44,Paid,2024-06-18
7242,7242,Card,133192.12,Paid,2025-11-22
7243,7243,Card,96844.22,Paid,2026-01-02
7244,7244,Mobile Money,191515.16,Paid,2023-04-05
7245,7245,Bank Transfer,101302.89,Paid,2026-03-01
7246,7246,Mobile Money,51240.6,Paid,2024-10-31
7247,7247,Cash on Delivery,132604.08,Paid,2025-06-24
7248,7248,Mobile Money,86701.82,Paid,2023-01-25
7249,7249,Cash on Delivery,399329.73,Paid,2025-12-27
7250,7250,Bank Transfer,306728.08,Pending,2023-05-13
7251,7251,Mobile Money,36484.53,Paid,2024-10-28
7252,7252,Card,59446.23,Pending,2025-09-19
7253,7253,Mobile Money,190973.02,Paid,2023-11-02
7254,7254,Bank Transfer,122976.8,Failed,2023-08-22
7255,7255,Cash on Delivery,329012.68,Paid,2023-05-02
7256,7256,Cash on Delivery,96442.2,Paid,2024-09-12
7257,7257,Card,131932.78,Paid,2023-01-29
7258,7258,Bank Transfer,368921.28,Paid,2023-08-23
7259,7259,Bank Transfer,114659.56,Paid,2025-02-22
7260,7260,Bank Transfer,89843.31,Paid,2023-02-04
7261,7261,Card,286905.43,Paid,2023-04-03
7262,7262,Card,142275.32,Paid,2024-11-18
7263,7263,Cash on Delivery,89675.92,Paid,2026-02-08
7264,7264,Card,171737.36,Paid,2023-02-17
7265,7265,Mobile Money,252385.39,Paid,2023-03-18
7266,7266,Card,159738.86,Paid,2024-05-10
7267,7267,Bank Transfer,291183.57,Paid,2025-11-02
7268,7268,Card,178865.07,Paid,2025-03-17
7269,7269,Cash on Delivery,228973.33,Paid,2025-09-24
7270,7270,Cash on Delivery,501474.26,Paid,2024-10-28
7271,7271,Cash on Delivery,77753.36,Paid,2023-03-20
7272,7272,Mobile Money,41122.17,Paid,2023-05-13
7273,7273,Mobile Money,29807.9,Pending,2024-06-17
7274,7274,Bank Transfer,178218.21,Paid,2025-04-13
7275,7275,Cash on Delivery,198564.03,Paid,2023-03-14
7276,7276,Bank Transfer,160421.9,Paid,2024-03-09
7277,7277,Cash on Delivery,136647.65,Paid,2023-02-07
7278,7278,Mobile Money,76305.08,Paid,2026-01-31
7279,7279,Cash on Delivery,113323.39,Refunded,2023-12-06
7280,7280,Bank Transfer,161560.01,Paid,2026-03-24
7281,7281,Bank Transfer,183608.69,Paid,2026-03-02
7282,7282,Bank Transfer,369585.01,Paid,2023-05-31
7283,7283,Mobile Money,170191.46,Pending,2025-10-23
7284,7284,Mobile Money,58892.52,Paid,2025-12-28
7285,7285,Cash on Delivery,238781.55,Paid,2024-04-15
7286,7286,Mobile Money,82045.47,Paid,2023-08-11
7287,7287,Card,234710.92,Refunded,2023-07-27
7288,7288,Mobile Money,246119.94,Paid,2025-02-27
7289,7289,Bank Transfer,154209.5,Paid,2023-11-14
7290,7290,Cash on Delivery,203070.47,Paid,2025-06-22
7291,7291,Mobile Money,58707.2,Paid,2023-12-19
7292,7292,Mobile Money,78699.15,Paid,2024-12-27
7293,7293,Mobile Money,114680.78,Paid,2024-09-24
7294,7294,Cash on Delivery,56213.52,Paid,2023-05-03
7295,7295,Bank Transfer,339929.72,Paid,2025-07-13
7296,7296,Cash on Delivery,145299.78,Paid,2024-03-27
7297,7297,Mobile Money,52594.87,Paid,2023-07-12
7298,7298,Bank Transfer,100297.26,Paid,2025-02-22
7299,7299,Card,317455.32,Paid,2024-06-01
7300,7300,Card,332986.29,Failed,2023-03-17
7301,7301,Mobile Money,139095.06,Paid,2024-01-15
7302,7302,Bank Transfer,80258.7,Paid,2025-10-21
7303,7303,Bank Transfer,101201.55,Paid,2026-05-05
7304,7304,Bank Transfer,128749.15,Refunded,2023-06-26
7305,7305,Cash on Delivery,253439.0,Paid,2025-08-06
7306,7306,Mobile Money,35456.1,Failed,2025-09-20
7307,7307,Mobile Money,74837.84,Paid,2026-01-26
7308,7308,Cash on Delivery,112041.44,Failed,2024-10-28
7309,7309,Cash on Delivery,64005.91,Paid,2025-05-03
7310,7310,Bank Transfer,390793.44,Paid,2023-09-05
7311,7311,Bank Transfer,432338.39,Paid,2024-07-07
7312,7312,Cash on Delivery,187427.96,Paid,2023-09-11
7313,7313,Card,204556.57,Paid,2024-10-28
7314,7314,Cash on Delivery,147158.69,Paid,2024-02-09
7315,7315,Mobile Money,72813.95,Pending,2023-11-09
7316,7316,Bank Transfer,243817.84,Paid,2025-01-07
7317,7317,Card,33633.6,Paid,2024-12-21
7318,7318,Bank Transfer,58345.8,Paid,2025-01-11
7319,7319,Bank Transfer,79726.4,Failed,2025-01-23
7320,7320,Mobile Money,300597.87,Paid,2023-05-07
7321,7321,Mobile Money,43729.82,Paid,2023-12-19
7322,7322,Card,81776.87,Paid,2023-11-06
7323,7323,Mobile Money,14897.88,Paid,2024-01-13
7324,7324,Card,162897.39,Paid,2023-08-04
7325,7325,Cash on Delivery,103708.37,Paid,2025-07-13
7326,7326,Card,357070.66,Paid,2023-09-14
7327,7327,Cash on Delivery,174172.36,Paid,2025-06-18
7328,7328,Card,66432.1,Paid,2025-11-03
7329,7329,Cash on Delivery,223845.57,Paid,2024-08-22
7330,7330,Bank Transfer,349859.98,Paid,2025-07-26
7331,7331,Card,50577.96,Paid,2024-08-15
7332,7332,Cash on Delivery,35613.68,Paid,2024-02-17
7333,7333,Card,119844.71,Paid,2023-11-18
7334,7334,Mobile Money,305189.82,Paid,2026-05-21
7335,7335,Bank Transfer,61481.49,Paid,2025-04-08
7336,7336,Mobile Money,62474.98,Refunded,2025-10-23
7337,7337,Bank Transfer,119089.85,Paid,2023-06-04
7338,7338,Mobile Money,142332.75,Paid,2024-02-27
7339,7339,Cash on Delivery,82587.0,Pending,2024-11-30
7340,7340,Mobile Money,74223.78,Paid,2026-02-09
7341,7341,Cash on Delivery,73996.28,Paid,2024-10-15
7342,7342,Cash on Delivery,242630.54,Paid,2025-04-04
7343,7343,Cash on Delivery,275723.77,Paid,2024-05-26
7344,7344,Mobile Money,78118.27,Paid,2026-05-07
7345,7345,Card,173453.63,Paid,2026-06-12
7346,7346,Card,7685.76,Paid,2023-05-28
7347,7347,Bank Transfer,66047.6,Paid,2024-05-08
7348,7348,Bank Transfer,223640.86,Paid,2025-01-06
7349,7349,Cash on Delivery,272686.32,Paid,2024-10-12
7350,7350,Cash on Delivery,41288.31,Paid,2025-02-12
7351,7351,Bank Transfer,94839.96,Paid,2024-04-27
7352,7352,Mobile Money,129119.26,Paid,2023-03-19
7353,7353,Card,28957.05,Paid,2023-10-21
7354,7354,Cash on Delivery,267929.52,Paid,2026-05-24
7355,7355,Card,57845.26,Paid,2023-08-03
7356,7356,Bank Transfer,115589.93,Pending,2025-05-22
7357,7357,Mobile Money,320836.65,Paid,2024-05-16
7358,7358,Mobile Money,165808.4,Paid,2023-05-14
7359,7359,Mobile Money,187550.83,Pending,2024-10-23
7360,7360,Cash on Delivery,255176.65,Paid,2025-10-13
7361,7361,Bank Transfer,78416.73,Paid,2026-06-13
7362,7362,Card,211375.65,Paid,2025-09-05
7363,7363,Mobile Money,93483.59,Paid,2025-12-23
7364,7364,Mobile Money,250308.26,Paid,2025-12-28
7365,7365,Bank Transfer,73192.34,Paid,2025-03-12
7366,7366,Cash on Delivery,48402.02,Paid,2023-08-21
7367,7367,Bank Transfer,267324.9,Paid,2025-08-22
7368,7368,Mobile Money,426308.04,Paid,2023-06-19
7369,7369,Mobile Money,107435.86,Paid,2024-02-04
7370,7370,Mobile Money,164002.46,Paid,2023-02-23
7371,7371,Cash on Delivery,265130.74,Paid,2025-03-12
7372,7372,Card,375162.26,Paid,2023-01-15
7373,7373,Mobile Money,130309.32,Paid,2025-10-05
7374,7374,Cash on Delivery,31496.61,Paid,2025-07-08
7375,7375,Card,181646.07,Refunded,2026-06-15
7376,7376,Cash on Delivery,98163.58,Paid,2024-04-12
7377,7377,Card,217788.16,Paid,2023-11-09
7378,7378,Mobile Money,229806.32,Paid,2023-10-04
7379,7379,Cash on Delivery,129858.71,Paid,2024-11-02
7380,7380,Mobile Money,92504.87,Paid,2024-05-24
7381,7381,Card,143841.02,Paid,2025-09-29
7382,7382,Bank Transfer,118649.93,Paid,2025-11-02
7383,7383,Mobile Money,229760.58,Paid,2026-05-14
7384,7384,Card,348009.37,Paid,2025-08-31
7385,7385,Bank Transfer,176067.68,Paid,2024-07-06
7386,7386,Mobile Money,34079.71,Paid,2025-12-07
7387,7387,Cash on Delivery,210644.48,Paid,2025-01-18
7388,7388,Mobile Money,109437.68,Paid,2026-01-19
7389,7389,Bank Transfer,31443.53,Paid,2023-01-28
7390,7390,Bank Transfer,113366.45,Paid,2026-06-17
7391,7391,Mobile Money,128814.56,Paid,2025-06-27
7392,7392,Cash on Delivery,85715.42,Paid,2024-04-09
7393,7393,Mobile Money,64998.53,Paid,2023-01-05
7394,7394,Card,297050.78,Paid,2025-02-06
7395,7395,Mobile Money,22181.95,Paid,2023-08-25
7396,7396,Mobile Money,68552.0,Paid,2023-07-05
7397,7397,Card,200940.45,Paid,2024-10-31
7398,7398,Mobile Money,91410.26,Paid,2023-12-07
7399,7399,Bank Transfer,465131.63,Pending,2026-03-07
7400,7400,Mobile Money,58789.9,Failed,2024-07-19
7401,7401,Card,46708.95,Paid,2024-04-18
7402,7402,Card,288871.7,Pending,2026-01-30
7403,7403,Cash on Delivery,58075.18,Paid,2025-08-31
7404,7404,Card,145631.34,Paid,2026-04-07
7405,7405,Cash on Delivery,160263.58,Paid,2024-05-27
7406,7406,Card,174338.6,Paid,2026-03-18
7407,7407,Card,64545.01,Paid,2023-01-24
7408,7408,Bank Transfer,152076.36,Paid,2025-04-25
7409,7409,Cash on Delivery,32064.87,Refunded,2025-01-03
7410,7410,Bank Transfer,179068.45,Paid,2026-05-09
7411,7411,Bank Transfer,75014.25,Paid,2024-05-03
7412,7412,Cash on Delivery,364868.2,Pending,2023-02-27
7413,7413,Cash on Delivery,173589.65,Paid,2025-02-09
7414,7414,Card,26961.27,Paid,2025-04-28
7415,7415,Bank Transfer,63765.51,Paid,2024-08-26
7416,7416,Mobile Money,40929.77,Paid,2025-07-01
7417,7417,Mobile Money,141037.04,Paid,2024-09-08
7418,7418,Bank Transfer,105145.2,Paid,2025-10-17
7419,7419,Card,369904.75,Paid,2025-10-12
7420,7420,Mobile Money,121818.42,Paid,2024-12-13
7421,7421,Mobile Money,379797.5,Paid,2025-12-15
7422,7422,Cash on Delivery,191285.65,Paid,2025-12-09
7423,7423,Mobile Money,127572.75,Paid,2026-02-08
7424,7424,Bank Transfer,253996.2,Paid,2024-10-11
7425,7425,Bank Transfer,64915.34,Paid,2024-06-22
7426,7426,Mobile Money,141547.8,Refunded,2024-09-30
7427,7427,Cash on Delivery,36538.54,Pending,2025-06-19
7428,7428,Cash on Delivery,299596.34,Paid,2025-06-27
7429,7429,Mobile Money,164736.9,Paid,2024-06-24
7430,7430,Mobile Money,409166.3,Paid,2025-04-19
7431,7431,Mobile Money,230423.68,Paid,2023-04-20
7432,7432,Mobile Money,75740.31,Paid,2024-01-29
7433,7433,Card,124771.7,Paid,2023-07-05
7434,7434,Bank Transfer,53474.54,Paid,2025-08-03
7435,7435,Cash on Delivery,123686.9,Paid,2023-03-17
7436,7436,Cash on Delivery,38019.29,Paid,2024-03-12
7437,7437,Mobile Money,266771.97,Paid,2025-12-05
7438,7438,Bank Transfer,170901.49,Paid,2023-11-29
7439,7439,Cash on Delivery,78984.15,Paid,2025-08-20
7440,7440,Mobile Money,281316.12,Failed,2024-06-15
7441,7441,Bank Transfer,79862.2,Paid,2024-10-11
7442,7442,Bank Transfer,80341.35,Paid,2023-04-28
7443,7443,Card,99472.4,Paid,2024-08-18
7444,7444,Mobile Money,47633.2,Paid,2024-02-26
7445,7445,Cash on Delivery,52869.34,Paid,2023-05-23
7446,7446,Cash on Delivery,119810.46,Paid,2024-08-20
7447,7447,Cash on Delivery,154530.57,Paid,2024-07-16
7448,7448,Mobile Money,141681.95,Paid,2025-05-21
7449,7449,Cash on Delivery,170369.59,Paid,2025-05-15
7450,7450,Cash on Delivery,60403.94,Paid,2025-11-27
7451,7451,Bank Transfer,354736.45,Paid,2024-11-23
7452,7452,Card,41253.16,Paid,2025-05-15
7453,7453,Bank Transfer,49265.29,Pending,2025-10-11
7454,7454,Bank Transfer,115002.18,Paid,2024-04-23
7455,7455,Cash on Delivery,78095.88,Paid,2026-04-03
7456,7456,Cash on Delivery,134031.29,Failed,2024-10-24
7457,7457,Bank Transfer,246921.58,Failed,2024-03-12
7458,7458,Mobile Money,467077.68,Paid,2023-08-02
7459,7459,Bank Transfer,113862.42,Paid,2025-05-20
7460,7460,Card,28064.54,Paid,2023-01-25
7461,7461,Card,27120.64,Paid,2023-04-04
7462,7462,Card,27221.08,Refunded,2024-10-19
7463,7463,Cash on Delivery,377990.85,Paid,2026-02-15
7464,7464,Bank Transfer,69520.85,Paid,2023-08-07
7465,7465,Bank Transfer,144007.73,Paid,2024-08-03
7466,7466,Card,92055.17,Paid,2024-05-02
7467,7467,Cash on Delivery,341184.65,Paid,2026-05-31
7468,7468,Cash on Delivery,378219.5,Paid,2025-09-05
7469,7469,Cash on Delivery,170410.07,Paid,2025-01-07
7470,7470,Mobile Money,378724.08,Paid,2023-06-06
7471,7471,Mobile Money,95227.33,Paid,2024-06-04
7472,7472,Cash on Delivery,220938.14,Paid,2023-02-07
7473,7473,Cash on Delivery,52193.88,Paid,2024-11-01
7474,7474,Cash on Delivery,70824.63,Pending,2025-07-05
7475,7475,Bank Transfer,325872.9,Paid,2025-01-04
7476,7476,Mobile Money,60896.51,Pending,2024-12-26
7477,7477,Cash on Delivery,94883.0,Paid,2023-11-10
7478,7478,Card,120008.97,Paid,2023-11-10
7479,7479,Mobile Money,101461.58,Pending,2024-02-25
7480,7480,Card,175220.74,Paid,2024-08-12
7481,7481,Card,117568.2,Paid,2023-07-05
7482,7482,Mobile Money,82781.77,Paid,2025-02-19
7483,7483,Card,148260.23,Paid,2026-06-06
7484,7484,Bank Transfer,45397.63,Pending,2023-04-21
7485,7485,Cash on Delivery,67172.07,Paid,2023-09-09
7486,7486,Bank Transfer,80673.64,Paid,2025-07-31
7487,7487,Mobile Money,288914.14,Paid,2023-11-01
7488,7488,Card,274602.45,Refunded,2024-01-15
7489,7489,Card,153594.31,Pending,2024-12-10
7490,7490,Card,233144.55,Paid,2025-11-29
7491,7491,Cash on Delivery,45024.78,Paid,2023-09-10
7492,7492,Cash on Delivery,150277.47,Paid,2023-08-26
7493,7493,Card,261412.53,Paid,2025-10-14
7494,7494,Mobile Money,78984.15,Paid,2024-02-17
7495,7495,Mobile Money,196474.57,Paid,2025-09-30
7496,7496,Bank Transfer,25644.62,Paid,2024-09-25
7497,7497,Bank Transfer,172990.92,Paid,2023-03-13
7498,7498,Cash on Delivery,86493.44,Paid,2024-06-18
7499,7499,Card,107281.35,Paid,2023-05-15
7500,7500,Cash on Delivery,186238.22,Paid,2024-12-02
7501,7501,Mobile Money,288334.3,Paid,2026-03-06
7502,7502,Cash on Delivery,57312.64,Paid,2024-04-08
7503,7503,Cash on Delivery,159007.25,Paid,2026-03-22
7504,7504,Mobile Money,73970.56,Paid,2026-01-26
7505,7505,Card,34350.45,Paid,2026-05-27
7506,7506,Card,118400.38,Paid,2025-09-27
7507,7507,Card,75124.98,Paid,2023-11-02
7508,7508,Mobile Money,40832.48,Paid,2025-05-14
7509,7509,Mobile Money,109794.18,Paid,2024-05-05
7510,7510,Cash on Delivery,126462.04,Refunded,2023-05-31
7511,7511,Mobile Money,162066.71,Paid,2023-03-02
7512,7512,Mobile Money,265666.97,Paid,2023-04-01
7513,7513,Card,153472.04,Paid,2024-07-25
7514,7514,Cash on Delivery,91301.21,Paid,2023-08-01
7515,7515,Bank Transfer,117768.1,Failed,2023-09-16
7516,7516,Mobile Money,58832.2,Pending,2026-02-16
7517,7517,Bank Transfer,63936.91,Paid,2024-10-20
7518,7518,Card,112346.07,Paid,2026-03-24
7519,7519,Bank Transfer,138514.45,Failed,2024-05-24
7520,7520,Card,120607.32,Paid,2026-02-24
7521,7521,Mobile Money,364334.42,Refunded,2026-06-19
7522,7522,Card,166261.35,Paid,2025-05-18
7523,7523,Card,266642.34,Paid,2023-04-21
7524,7524,Bank Transfer,204258.46,Paid,2024-03-04
7525,7525,Card,126828.09,Paid,2024-04-19
7526,7526,Cash on Delivery,24032.8,Refunded,2024-09-09
7527,7527,Mobile Money,135215.09,Paid,2024-05-19
7528,7528,Card,180765.19,Paid,2024-07-23
7529,7529,Cash on Delivery,58418.7,Paid,2026-01-18
7530,7530,Cash on Delivery,24878.6,Pending,2025-07-01
7531,7531,Bank Transfer,131297.02,Paid,2025-03-21
7532,7532,Bank Transfer,120192.27,Pending,2024-09-23
7533,7533,Mobile Money,33221.7,Paid,2023-02-01
7534,7534,Bank Transfer,61455.11,Paid,2024-10-21
7535,7535,Bank Transfer,175380.19,Paid,2024-02-23
7536,7536,Mobile Money,55542.55,Paid,2023-09-12
7537,7537,Bank Transfer,399330.67,Paid,2026-03-02
7538,7538,Card,77201.7,Paid,2023-04-29
7539,7539,Bank Transfer,29186.21,Paid,2025-10-04
7540,7540,Cash on Delivery,169520.21,Paid,2023-12-06
7541,7541,Card,227386.3,Paid,2024-03-24
7542,7542,Mobile Money,188307.54,Paid,2024-08-26
7543,7543,Bank Transfer,149548.14,Paid,2024-03-19
7544,7544,Cash on Delivery,75892.24,Paid,2025-04-21
7545,7545,Card,140893.08,Paid,2025-04-02
7546,7546,Mobile Money,116998.05,Paid,2023-07-24
7547,7547,Bank Transfer,17068.42,Paid,2025-06-01
7548,7548,Card,97477.67,Pending,2024-11-11
7549,7549,Mobile Money,190074.27,Paid,2024-05-16
7550,7550,Mobile Money,96618.11,Paid,2024-06-07
7551,7551,Bank Transfer,76726.21,Paid,2023-06-08
7552,7552,Mobile Money,328169.13,Paid,2025-09-21
7553,7553,Cash on Delivery,353821.41,Paid,2025-04-28
7554,7554,Bank Transfer,372277.69,Failed,2023-04-15
7555,7555,Cash on Delivery,421445.92,Paid,2025-11-25
7556,7556,Mobile Money,295600.88,Paid,2025-03-12
7557,7557,Cash on Delivery,184552.66,Paid,2024-09-03
7558,7558,Card,136972.85,Paid,2025-09-06
7559,7559,Mobile Money,95677.02,Paid,2023-05-05
7560,7560,Mobile Money,106398.48,Paid,2026-03-24
7561,7561,Bank Transfer,301062.17,Paid,2025-02-26
7562,7562,Card,88269.48,Failed,2023-02-19
7563,7563,Card,190663.31,Paid,2023-03-12
7564,7564,Card,131787.81,Paid,2026-05-24
7565,7565,Card,223611.09,Paid,2024-10-19
7566,7566,Card,125988.96,Paid,2026-03-10
7567,7567,Mobile Money,37544.6,Paid,2026-01-10
7568,7568,Bank Transfer,36082.34,Paid,2025-07-03
