delivery_id,order_id,delivery_status,dispatch_date,delivery_date
7546,6032,Delivered,2026-04-04,2026-04-07
7547,5821,Delivered,2026-05-02,2026-05-06
7548,8940,Delivered,2025-04-29,2025-04-30
7549,1942,Delivered,2023-06-23,2023-06-27
7550,4346,In Transit,2023-09-26,
7551,2653,Delivered,2026-04-16,2026-04-23
7552,4681,Delivered,2026-06-24,2026-06-28
7553,186,Delivered,2025-06-29,2025-07-07
7554,1656,Delayed,2025-05-18,2025-05-25
7555,3691,Delivered,2024-12-23,2025-01-02
7556,3440,Delivered,2025-02-04,2025-02-14
7557,9437,Delivered,2025-03-23,2025-03-30
7558,4519,Delivered,2023-03-11,2023-03-16
7559,9308,Delivered,2023-05-19,2023-05-29
7560,3001,Delivered,2025-12-31,2026-01-02
7561,9401,Delivered,2023-12-11,2023-12-14
7562,8421,Delivered,2023-02-11,2023-02-21
7563,5473,Delivered,2024-06-01,2024-06-07
7564,7567,In Transit,2026-01-12,
7565,1152,Delayed,2025-01-03,2025-01-10
7566,3906,Delivered,2024-01-07,2024-01-13
7567,5733,Delivered,2024-05-25,2024-05-31
7568,3368,Delivered,2023-10-24,2023-10-30
7569,4018,Delivered,2023-01-28,2023-02-01
7570,2605,Delivered,2026-04-01,2026-04-04
7571,8401,In Transit,2024-09-09,
7572,3855,Delivered,2025-07-15,2025-07-23
7573,6339,Delivered,2023-10-07,2023-10-14
7574,6344,Delivered,2024-01-05,2024-01-09
7575,405,In Transit,2024-10-31,
7576,5014,Delivered,2025-06-28,2025-07-01
7577,8922,Delivered,2024-06-30,2024-07-03
7578,2825,Delivered,2026-03-17,2026-03-27
7579,6831,Delivered,2023-10-08,2023-10-11
7580,271,Delivered,2023-09-23,2023-09-28
7581,1620,Delivered,2025-05-30,2025-06-06
7582,9001,Delivered,2026-05-31,2026-06-07
7583,550,Delivered,2024-02-04,2024-02-10
7584,7509,Delivered,2024-05-05,2024-05-10
7585,3413,Failed,2024-01-06,
7586,1396,Delivered,2023-01-04,2023-01-05
7587,8416,Delivered,2026-01-25,2026-01-31
7588,3588,Delivered,2025-11-11,2025-11-19
7589,7396,Delivered,2023-07-07,2023-07-12
7590,5765,Delivered,2025-08-18,2025-08-21
7591,6129,Delivered,2025-07-27,2025-07-28
7592,1424,Delivered,2025-12-10,2025-12-15
7593,1834,Delivered,2023-02-19,2023-02-22
7594,2805,In Transit,2026-06-03,
7595,6775,Delivered,2024-04-23,2024-04-25
7596,4190,Delivered,2026-06-08,2026-06-15
7597,1406,Delivered,2026-03-21,2026-03-29
7598,1207,Delivered,2025-12-06,2025-12-13
7599,4569,Delivered,2024-08-15,2024-08-25
7600,9783,Delivered,2025-10-17,2025-10-20
7601,8885,Delivered,2024-08-19,2024-08-26
7602,4825,Delayed,2025-07-27,2025-07-29
7603,5576,Delivered,2025-12-27,2025-12-30
7604,9034,Delivered,2024-06-20,2024-06-29
7605,849,Delivered,2023-12-28,2024-01-07
7606,3682,Delivered,2024-08-22,2024-08-28
7607,6672,In Transit,2023-10-06,
7608,7690,Delayed,2025-03-20,2025-03-30
7609,1177,Delivered,2023-08-11,2023-08-13
7610,5998,Delivered,2023-11-18,2023-11-28
7611,3997,Failed,2025-05-29,
7612,1761,Delivered,2026-06-30,2026-07-03
7613,7906,Delivered,2024-03-24,2024-04-03
7614,9179,Delivered,2025-11-05,2025-11-07
7615,7346,Failed,2023-05-30,
7616,2503,In Transit,2023-07-18,
7617,1528,Delayed,2023-02-05,2023-02-11
7618,7400,Delivered,2024-07-22,2024-07-31
7619,16,Delivered,2024-04-11,2024-04-12
7620,5632,Delivered,2023-04-07,2023-04-13
7621,2126,Delivered,2024-04-18,2024-04-27
7622,1007,Delayed,2024-11-20,2024-11-23
7623,2677,Delivered,2023-05-05,2023-05-07
7624,6525,Delivered,2026-06-02,2026-06-06
7625,6993,Delivered,2025-06-05,2025-06-11
7626,6894,Delivered,2023-08-18,2023-08-23
7627,5001,Delivered,2025-11-02,2025-11-04
7628,2340,Delivered,2023-06-01,2023-06-09
7629,5908,Delivered,2025-03-29,2025-04-07
7630,7127,Delivered,2024-10-12,2024-10-18
7631,2489,Delivered,2024-11-21,2024-11-23
7632,4952,Failed,2025-09-27,
7633,4863,Delivered,2025-01-23,2025-01-26
7634,2061,Delivered,2023-03-13,2023-03-17
7635,3757,Delivered,2024-10-14,2024-10-17
7636,627,Delivered,2025-10-02,2025-10-12
7637,829,Delivered,2026-05-08,2026-05-17
7638,3410,Delivered,2023-01-17,2023-01-24
7639,122,Delivered,2024-04-20,2024-04-25
7640,7495,In Transit,2025-09-30,
7641,9553,Delivered,2023-04-13,2023-04-15
7642,2925,Delivered,2023-01-06,2023-01-14
7643,3108,Delayed,2025-01-05,2025-01-13
7644,2868,In Transit,2024-05-07,
7645,6694,Delivered,2025-03-02,2025-03-08
7646,3710,Delivered,2024-08-13,2024-08-14
7647,6000,Delivered,2025-08-07,2025-08-17
7648,7856,Delivered,2026-03-02,2026-03-12
7649,5684,Delivered,2025-02-05,2025-02-11
7650,4784,Delivered,2025-10-15,2025-10-24
7651,8563,In Transit,2023-05-17,
7652,4868,Delivered,2024-06-22,2024-06-27
7653,1920,Delivered,2023-03-25,2023-04-02
7654,2760,Delivered,2026-01-10,2026-01-15
7655,299,Delivered,2024-05-29,2024-06-01
7656,2592,Delivered,2024-08-23,2024-08-28
7657,6505,Delayed,2024-12-10,2024-12-14
7658,5655,In Transit,2024-10-01,
7659,8490,Delivered,2024-07-01,2024-07-02
7660,6499,Delivered,2023-02-01,2023-02-03
7661,8980,Delivered,2024-04-26,2024-04-29
7662,9260,Delivered,2023-05-05,2023-05-14
7663,4323,In Transit,2026-01-17,
7664,3190,Delivered,2025-08-01,2025-08-03
7665,4730,Delivered,2023-12-01,2023-12-10
7666,7456,Delivered,2024-10-25,2024-10-30
7667,2139,Delivered,2023-05-15,2023-05-17
7668,6807,Delivered,2026-06-08,2026-06-15
7669,6552,In Transit,2024-01-30,
7670,7126,Delivered,2025-09-17,2025-09-22
7671,5391,Delivered,2026-06-17,2026-06-21
7672,3843,Delivered,2025-03-24,2025-03-27
7673,9992,In Transit,2025-06-02,
7674,7876,Delivered,2023-10-06,2023-10-15
7675,7513,Delayed,2024-07-27,2024-07-31
7676,367,Delivered,2025-11-23,2025-12-03
7677,9474,Delivered,2024-07-13,2024-07-20
7678,5251,Delivered,2024-02-23,2024-02-29
7679,1578,Delivered,2025-03-22,2025-03-28
7680,7914,In Transit,2024-04-22,
7681,5445,Delayed,2025-04-03,2025-04-06
7682,5621,Delivered,2026-02-15,2026-02-20
7683,5548,Delivered,2023-01-27,2023-02-02
7684,9232,Delivered,2023-01-31,2023-02-02
7685,5050,Delivered,2023-08-12,2023-08-20
7686,6696,Delivered,2023-04-25,2023-05-04
7687,2594,Delivered,2025-03-11,2025-03-19
7688,3522,Delivered,2025-09-28,2025-10-01
7689,4013,Delivered,2025-04-19,2025-04-20
7690,3073,Delivered,2026-04-15,2026-04-20
7691,2231,Delivered,2025-06-29,2025-07-01
7692,7871,Delivered,2024-03-13,2024-03-20
7693,1499,Delivered,2025-03-06,2025-03-14
7694,5277,Delivered,2025-03-23,2025-03-30
7695,1932,Delivered,2024-01-22,2024-01-30
7696,1125,Delayed,2025-07-05,2025-07-07
7697,9866,Delivered,2025-06-20,2025-06-30
7698,751,Delivered,2025-02-10,2025-02-17
7699,4521,Delivered,2025-08-21,2025-08-30
7700,8258,Delivered,2025-05-15,2025-05-20
7701,3436,Delivered,2023-10-28,2023-11-01
7702,9575,Delivered,2023-08-30,2023-09-06
7703,7100,Delivered,2023-06-24,2023-06-25
7704,1607,Delivered,2023-06-23,2023-07-03
7705,6058,In Transit,2024-04-19,
7706,783,Delivered,2024-11-03,2024-11-11
7707,3349,Delivered,2025-02-24,2025-02-27
7708,910,Delivered,2024-07-24,2024-07-26
7709,5944,Delivered,2023-05-15,2023-05-24
7710,3294,Delivered,2023-03-18,2023-03-19
7711,659,Delivered,2025-07-03,2025-07-10
7712,8496,Delivered,2025-04-30,2025-05-05
7713,2293,Delivered,2025-08-09,2025-08-16
7714,6405,Delivered,2026-02-14,2026-02-20
7715,1249,Delivered,2026-01-19,2026-01-25
7716,7360,Delivered,2025-10-15,2025-10-24
7717,7958,In Transit,2025-11-07,
7718,8114,Delivered,2026-07-01,2026-07-11
7719,5216,Delivered,2023-01-29,2023-02-05
7720,2959,Delivered,2026-02-09,2026-02-14
7721,1961,Delivered,2026-03-28,2026-04-02
7722,4445,Delivered,2024-02-23,2024-02-27
7723,7461,Delivered,2023-04-05,2023-04-14
7724,691,Failed,2024-08-14,
7725,9739,Delivered,2025-02-13,2025-02-21
7726,3561,Delivered,2023-01-05,2023-01-14
7727,5485,Delivered,2025-01-15,2025-01-22
7728,5820,Delayed,2023-05-07,2023-05-10
7729,7667,Failed,2024-08-01,
7730,4914,Delivered,2023-01-18,2023-01-27
7731,8478,Delivered,2024-06-11,2024-06-18
7732,8731,Delivered,2025-11-26,2025-12-03
7733,2972,Delivered,2023-10-25,2023-10-31
7734,9448,Delayed,2025-09-18,2025-09-20
7735,3932,In Transit,2024-04-20,
7736,7302,Delivered,2025-10-23,2025-10-26
7737,3035,Failed,2023-07-27,
7738,9953,Delivered,2023-06-10,2023-06-11
7739,2587,Delayed,2026-01-04,2026-01-12
7740,8193,Delivered,2023-03-31,2023-04-10
7741,3973,Delivered,2025-07-02,2025-07-07
7742,1121,Delivered,2023-03-24,2023-03-26
7743,8227,Delivered,2026-05-09,2026-05-13
7744,4713,Delivered,2024-02-12,2024-02-17
7745,5600,In Transit,2025-01-26,
7746,2050,Delivered,2026-03-19,2026-03-23
7747,3890,Delivered,2023-08-09,2023-08-11
7748,6943,Delivered,2023-08-11,2023-08-14
7749,3474,Delivered,2026-05-22,2026-05-30
7750,2812,Delayed,2026-04-27,2026-04-28
7751,8635,Delivered,2025-11-09,2025-11-17
7752,761,Delivered,2025-07-09,2025-07-12
7753,821,Delivered,2023-08-06,2023-08-12
7754,7395,Delivered,2023-08-26,2023-09-02
7755,4200,Delivered,2024-08-14,2024-08-23
7756,4657,Delivered,2026-04-28,2026-05-04
7757,2534,Delivered,2023-07-29,2023-08-01
7758,8903,Delivered,2025-08-15,2025-08-21
7759,3493,Delivered,2024-02-09,2024-02-14
7760,7481,Delayed,2023-07-06,2023-07-13
7761,2277,Delivered,2026-02-21,2026-03-01
7762,6346,Delivered,2024-02-07,2024-02-08
7763,3340,Delivered,2024-08-09,2024-08-16
7764,6762,Delayed,2024-05-28,2024-06-04
7765,622,In Transit,2023-01-15,
7766,4904,Delivered,2024-01-11,2024-01-18
7767,3898,Delivered,2025-08-12,2025-08-13
7768,592,Delivered,2023-08-29,2023-09-08
7769,6828,Delivered,2026-01-26,2026-02-03
7770,9388,Delivered,2024-07-08,2024-07-12
7771,5079,Delivered,2023-03-06,2023-03-13
7772,5647,Failed,2023-07-09,
7773,9134,Delivered,2023-12-24,2023-12-30
7774,6850,Delivered,2023-01-24,2023-01-28
7775,3490,Delivered,2023-06-05,2023-06-13
7776,4884,Delivered,2024-11-17,2024-11-21
7777,9813,Delivered,2026-04-14,2026-04-24
7778,3526,Delivered,2024-08-13,2024-08-21
7779,7131,Delivered,2026-04-21,2026-04-30
7780,1123,Delivered,2023-08-21,2023-08-27
7781,1106,Delivered,2023-03-31,2023-04-08
7782,476,Delivered,2025-03-15,2025-03-18
7783,3191,Delivered,2024-04-09,2024-04-12
7784,8510,In Transit,2023-09-14,
7785,7255,Delivered,2023-05-05,2023-05-08
7786,3737,Delivered,2024-12-26,2024-12-27
7787,7611,Delivered,2026-01-21,2026-01-28
7788,3234,Delivered,2026-04-26,2026-05-05
7789,3259,Failed,2026-01-28,
7790,9355,Delivered,2025-11-01,2025-11-02
7791,6337,Delivered,2024-05-24,2024-05-28
7792,9013,Delivered,2025-06-25,2025-07-01
7793,2077,Delivered,2024-05-16,2024-05-19
7794,1205,Delivered,2024-06-21,2024-06-24
7795,3362,Delayed,2026-01-21,2026-01-22
7796,2737,Delivered,2023-04-28,2023-04-30
7797,7538,Delivered,2023-05-01,2023-05-02
7798,4638,Delivered,2025-03-09,2025-03-16
7799,5138,Delivered,2023-08-29,2023-09-04
7800,1328,Delivered,2023-04-12,2023-04-17
7801,9328,Delivered,2023-05-05,2023-05-06
7802,4688,Delivered,2025-05-22,2025-05-30
7803,8435,Delivered,2024-08-07,2024-08-16
7804,1690,Delivered,2025-09-09,2025-09-12
7805,4746,Delivered,2024-12-23,2024-12-28
7806,1567,Delivered,2023-10-14,2023-10-21
7807,5188,Delivered,2026-05-12,2026-05-22
7808,4412,Delivered,2024-12-11,2024-12-21
7809,7240,In Transit,2025-02-01,
7810,5463,Delivered,2025-05-21,2025-05-27
7811,7430,Delivered,2025-04-20,2025-04-23
7812,3929,Delivered,2026-01-05,2026-01-09
7813,3943,Delivered,2024-02-26,2024-03-07
7814,3920,Delivered,2025-08-17,2025-08-25
7815,1133,Delivered,2024-08-06,2024-08-07
7816,3609,Delivered,2023-10-16,2023-10-22
7817,7493,Delivered,2025-10-15,2025-10-22
7818,7996,Delayed,2024-04-04,2024-04-05
7819,287,Delivered,2024-08-16,2024-08-25
7820,7932,Delivered,2023-10-29,2023-10-30
7821,9245,Delayed,2023-03-19,2023-03-27
7822,1650,Delivered,2024-09-30,2024-10-02
7823,8141,Delivered,2025-12-13,2025-12-18
7824,3263,Delivered,2024-04-16,2024-04-20
7825,5990,In Transit,2025-01-21,
7826,1811,Delayed,2026-01-09,2026-01-16
7827,8963,Delivered,2024-04-25,2024-04-28
7828,8046,Delivered,2025-12-18,2025-12-25
7829,9095,Failed,2026-01-23,
7830,6044,Delivered,2023-04-13,2023-04-18
7831,8511,In Transit,2023-01-06,
7832,8262,Delivered,2026-01-31,2026-02-02
7833,3645,Delivered,2024-11-24,2024-11-30
7834,5889,In Transit,2025-08-05,
7835,4698,Delivered,2024-08-18,2024-08-20
7836,7012,In Transit,2026-03-03,
7837,9366,Delivered,2024-11-20,2024-11-21
7838,2796,Delivered,2026-04-09,2026-04-13
7839,2007,Delivered,2023-03-24,2023-03-29
7840,3863,Delivered,2023-08-07,2023-08-17
7841,4444,Delayed,2024-04-29,2024-05-01
7842,5670,Delayed,2024-06-28,2024-07-04
7843,3977,Delivered,2023-05-29,2023-06-02
7844,1212,Delivered,2023-07-03,2023-07-13
7845,6998,Delivered,2023-10-23,2023-10-24
7846,4481,Failed,2023-09-06,
7847,4242,In Transit,2024-07-03,
7848,4513,Delivered,2025-07-09,2025-07-18
7849,7701,Delivered,2023-06-09,2023-06-13
7850,2345,Delivered,2025-03-15,2025-03-19
7851,3557,Delivered,2026-05-12,2026-05-13
7852,2176,Delivered,2023-11-13,2023-11-19
7853,8333,Delivered,2023-01-18,2023-01-24
7854,3797,Delivered,2025-12-03,2025-12-06
7855,1210,Delivered,2023-02-25,2023-03-02
7856,8873,Delivered,2023-09-09,2023-09-10
7857,6632,Delivered,2023-05-14,2023-05-24
7858,6656,Delivered,2023-12-08,2023-12-11
7859,7374,Delivered,2025-07-11,2025-07-18
7860,7870,In Transit,2024-03-23,
7861,5304,Delayed,2023-07-07,2023-07-17
7862,4003,In Transit,2023-10-12,
7863,1775,Delivered,2023-10-12,2023-10-18
7864,8739,Delivered,2026-01-28,2026-02-07
7865,5346,Delayed,2024-11-12,2024-11-17
7866,3407,Delivered,2025-07-03,2025-07-12
7867,496,Delivered,2026-05-28,2026-06-02
7868,710,Delivered,2023-11-09,2023-11-16
7869,9939,Failed,2026-05-02,
7870,1189,Delivered,2024-04-19,2024-04-22
7871,835,Delivered,2025-10-02,2025-10-09
7872,9241,Delivered,2024-06-10,2024-06-13
7873,6544,Delivered,2025-07-20,2025-07-26
7874,1444,Delivered,2024-05-02,2024-05-10
7875,5152,Delivered,2025-02-14,2025-02-22
7876,1601,Delivered,2025-12-05,2025-12-06
7877,8172,Delivered,2024-03-06,2024-03-14
7878,3279,Delivered,2023-04-03,2023-04-13
7879,3247,Delivered,2023-07-13,2023-07-15
7880,2192,Delivered,2024-05-15,2024-05-17
7881,3551,Delivered,2025-03-05,2025-03-13
7882,5440,Delivered,2025-09-14,2025-09-23
7883,1310,Delivered,2023-10-13,2023-10-23
7884,4310,Delivered,2026-03-22,2026-03-25
7885,318,Delivered,2023-06-02,2023-06-10
7886,907,Delivered,2024-07-04,2024-07-07
7887,3940,Delayed,2024-08-14,2024-08-24
7888,443,Delivered,2024-04-08,2024-04-17
7889,6539,Delivered,2024-01-07,2024-01-08
7890,6340,Delivered,2025-10-08,2025-10-15
7891,9220,Delivered,2025-10-14,2025-10-24
7892,7468,In Transit,2025-09-06,
7893,8470,Delivered,2025-12-18,2025-12-26
7894,5328,Delivered,2023-09-30,2023-10-04
7895,3512,In Transit,2024-12-07,
7896,3012,Delivered,2023-01-26,2023-01-30
7897,1952,Delayed,2024-07-03,2024-07-05
7898,1577,Delivered,2024-09-03,2024-09-07
7899,1868,Delivered,2024-08-09,2024-08-13
7900,7105,Delivered,2024-05-17,2024-05-23
7901,9535,Delivered,2023-06-10,2023-06-15
7902,5092,Delivered,2023-03-08,2023-03-16
7903,3845,Delivered,2024-10-03,2024-10-04
7904,7795,Delivered,2024-10-22,2024-10-28
7905,8835,In Transit,2023-05-11,
7906,4469,Delivered,2023-04-18,2023-04-24
7907,2065,Delivered,2025-06-25,2025-07-01
7908,7537,Delivered,2026-03-02,2026-03-03
7909,9941,Delivered,2023-03-04,2023-03-10
7910,1996,Delayed,2025-09-19,2025-09-20
7911,7813,Delivered,2023-10-14,2023-10-18
7912,9167,Delivered,2023-12-25,2024-01-02
7913,9743,Delivered,2024-05-07,2024-05-14
7914,2886,Delayed,2024-07-12,2024-07-18
7915,9931,Delayed,2024-09-17,2024-09-25
7916,6598,In Transit,2023-01-31,
7917,7045,In Transit,2025-09-02,
7918,8583,Delivered,2025-05-30,2025-06-07
7919,4947,Delivered,2023-05-22,2023-05-24
7920,5073,Delivered,2025-03-25,2025-03-28
7921,941,Delivered,2025-12-05,2025-12-10
7922,722,In Transit,2024-10-01,
7923,2412,In Transit,2024-12-15,
7924,4371,In Transit,2023-11-24,
7925,2578,Delivered,2024-04-03,2024-04-06
7926,3133,Delivered,2026-03-19,2026-03-27
7927,7536,Failed,2023-09-13,
7928,4231,Delivered,2024-02-12,2024-02-18
7929,5492,In Transit,2025-11-07,
7930,8454,Delivered,2025-07-18,2025-07-19
7931,9508,Delayed,2023-01-01,2023-01-09
7932,2639,Delivered,2024-03-01,2024-03-08
7933,600,Delayed,2025-03-20,2025-03-26
7934,352,Delivered,2025-06-25,2025-06-30
7935,7572,Delivered,2024-11-01,2024-11-09
7936,4898,Delivered,2024-09-04,2024-09-06
7937,538,Delivered,2025-07-31,2025-08-10
7938,9539,Delivered,2026-06-17,2026-06-24
7939,3550,Delivered,2025-11-27,2025-11-30
7940,1194,Delivered,2023-10-14,2023-10-24
7941,5761,Delivered,2025-02-26,2025-02-28
7942,2876,Delivered,2023-07-05,2023-07-14
7943,8413,Delivered,2024-11-12,2024-11-18
7944,4082,Delivered,2023-02-06,2023-02-07
7945,4630,Delivered,2026-04-20,2026-04-21
7946,5006,Delivered,2024-11-01,2024-11-09
7947,3310,Delivered,2023-12-31,2024-01-02
7948,8517,Delivered,2024-10-07,2024-10-08
7949,7913,Delivered,2024-09-20,2024-09-21
7950,8986,Delivered,2025-06-04,2025-06-14
7951,216,Delayed,2026-03-28,2026-04-06
7952,5939,Delivered,2023-04-03,2023-04-08
7953,3450,Delivered,2023-05-03,2023-05-07
7954,3068,In Transit,2026-03-12,
7955,607,Delivered,2023-08-12,2023-08-18
7956,1404,Delayed,2023-10-03,2023-10-06
7957,3095,Delivered,2023-06-08,2023-06-17
7958,5147,Delivered,2024-05-17,2024-05-23
7959,3530,In Transit,2023-10-22,
7960,9456,Failed,2023-01-13,
7961,672,In Transit,2023-03-24,
7962,9672,Delivered,2024-05-05,2024-05-06
7963,9254,Delivered,2023-08-13,2023-08-19
7964,1999,Delivered,2025-06-25,2025-07-04
7965,9642,In Transit,2023-08-31,
7966,8267,Delivered,2025-02-24,2025-03-06
7967,6113,In Transit,2024-11-29,
7968,2003,Delivered,2023-03-16,2023-03-21
7969,1050,Delivered,2026-05-31,2026-06-07
7970,5597,Delivered,2024-08-17,2024-08-24
7971,6164,Delivered,2024-06-08,2024-06-12
7972,1366,Delivered,2025-05-27,2025-06-06
7973,3704,Delivered,2024-01-25,2024-01-28
7974,8100,Delivered,2026-06-04,2026-06-10
7975,3388,Delivered,2024-03-23,2024-03-24
7976,9694,Delayed,2026-04-10,2026-04-11
7977,8844,Delivered,2024-10-25,2024-11-02
7978,6682,Delivered,2026-04-22,2026-05-01
7979,3514,Delivered,2026-01-01,2026-01-03
7980,6933,Delivered,2024-08-30,2024-09-08
7981,8374,Delivered,2026-04-30,2026-05-09
7982,4500,In Transit,2026-02-17,
7983,300,Delivered,2023-07-07,2023-07-10
7984,4862,Delivered,2025-04-05,2025-04-14
7985,8177,Delivered,2024-09-03,2024-09-08
7986,6768,Delivered,2024-07-30,2024-08-09
7987,3527,Delivered,2025-04-16,2025-04-22
7988,7558,Delivered,2025-09-08,2025-09-11
7989,281,Delivered,2025-01-27,2025-01-30
7990,9356,Delivered,2023-09-18,2023-09-19
7991,8021,Delivered,2023-10-16,2023-10-25
7992,5567,Delivered,2023-03-19,2023-03-25
7993,1457,Delayed,2023-09-19,2023-09-28
7994,6783,Delivered,2024-08-24,2024-08-26
7995,9780,Delivered,2024-12-10,2024-12-12
7996,4668,Delivered,2026-01-16,2026-01-24
7997,5571,Delivered,2025-06-22,2025-07-02
7998,256,In Transit,2023-07-15,
7999,3921,Delivered,2023-10-03,2023-10-05
8000,5410,Delivered,2024-06-10,2024-06-11
8001,1508,Delivered,2023-10-28,2023-11-07
8002,9900,Delayed,2023-03-24,2023-03-27
8003,6982,In Transit,2024-05-19,
8004,4643,Delivered,2024-04-21,2024-04-29
8005,8119,Delayed,2023-10-31,2023-11-03
8006,2891,Delivered,2025-12-22,2025-12-31
8007,9000,Delivered,2023-03-18,2023-03-28
8008,2452,Delivered,2023-02-04,2023-02-07
8009,8322,Delivered,2026-01-26,2026-01-27
8010,7372,Failed,2023-01-15,
8011,8560,Delivered,2023-05-30,2023-06-02
8012,8676,Delivered,2026-04-01,2026-04-11
8013,5028,Delayed,2023-12-23,2023-12-27
8014,597,Delivered,2024-07-12,2024-07-14
8015,2313,Delivered,2025-11-03,2025-11-11
8016,6833,Delivered,2023-12-12,2023-12-18
8017,9028,Delivered,2023-08-25,2023-08-26
8018,8426,Delivered,2024-08-19,2024-08-29
8019,5929,Delivered,2025-06-28,2025-07-07
8020,1165,Delivered,2024-11-11,2024-11-12
8021,2897,Delivered,2026-04-11,2026-04-16
8022,19,Delayed,2023-08-20,2023-08-26
8023,9764,Delivered,2025-06-22,2025-07-02
8024,9598,Delivered,2024-12-10,2024-12-20
8025,1916,Delivered,2025-06-21,2025-06-24
8026,6190,Failed,2023-01-12,
8027,536,Delivered,2024-04-14,2024-04-20
8028,8693,Delivered,2024-10-17,2024-10-21
8029,4096,Delivered,2023-09-10,2023-09-13
8030,8304,Delivered,2023-03-11,2023-03-14
8031,8476,Delivered,2026-03-08,2026-03-16
8032,2571,Delivered,2023-07-24,2023-08-03
8033,75,Delivered,2024-07-22,2024-07-30
8034,8537,Delivered,2024-12-20,2024-12-26
8035,6939,Delayed,2023-05-17,2023-05-27
8036,5208,Delivered,2024-03-01,2024-03-07
8037,5563,Delivered,2026-04-19,2026-04-25
8038,2555,Delivered,2024-08-13,2024-08-18
8039,4418,Delivered,2025-10-13,2025-10-18
8040,6131,Delivered,2026-04-01,2026-04-10
8041,5005,Delivered,2025-01-22,2025-01-24
8042,1853,Delivered,2026-06-14,2026-06-18
8043,3071,Delayed,2024-06-22,2024-07-02
8044,9075,Delivered,2025-12-18,2025-12-27
8045,487,Delivered,2023-08-01,2023-08-10
8046,492,Delivered,2023-06-23,2023-07-02
8047,4888,Delivered,2024-06-13,2024-06-23
8048,9031,In Transit,2026-03-27,
8049,2750,Delivered,2024-06-01,2024-06-11
8050,3093,Delivered,2025-09-19,2025-09-24
8051,7724,Delivered,2023-03-06,2023-03-13
8052,8055,In Transit,2025-06-28,
8053,6578,In Transit,2024-12-10,
8054,5164,In Transit,2024-01-17,
8055,9412,Delivered,2023-10-15,2023-10-25
8056,3623,Delivered,2025-01-13,2025-01-15
8057,4184,Delivered,2024-02-26,2024-03-05
8058,8007,Delivered,2026-06-12,2026-06-21
8059,255,Delivered,2025-12-26,2026-01-04
8060,5363,Delivered,2024-01-25,2024-01-30
8061,3049,Delivered,2025-12-14,2025-12-20
8062,8004,Delivered,2025-08-10,2025-08-14
8063,5844,Delivered,2024-08-20,2024-08-24
8064,4758,In Transit,2023-05-28,
8065,7075,Failed,2024-12-24,
8066,1490,Delivered,2024-05-15,2024-05-17
8067,3161,Delivered,2023-11-09,2023-11-19
8068,9988,Delivered,2023-08-16,2023-08-19
8069,9712,Delivered,2024-07-18,2024-07-25
8070,9926,Failed,2023-11-20,
8071,9555,Delayed,2023-01-03,2023-01-10
8072,4350,Delivered,2026-04-24,2026-05-03
8073,5580,Delivered,2024-12-11,2024-12-18
8074,3098,In Transit,2025-03-13,
8075,4040,Delivered,2026-02-04,2026-02-13
8076,3520,Delivered,2025-01-25,2025-01-27
8077,6796,Delivered,2023-07-22,2023-07-30
8078,9242,Delivered,2023-08-30,2023-09-05
8079,378,Delivered,2025-09-11,2025-09-13
8080,4164,Delivered,2024-12-12,2024-12-16
8081,8850,Delivered,2025-05-31,2025-06-08
8082,8896,Delivered,2023-03-10,2023-03-18
8083,3328,Delivered,2025-05-28,2025-06-02
8084,7284,In Transit,2025-12-31,
8085,1565,Delivered,2024-06-07,2024-06-14
8086,6791,Delivered,2023-11-08,2023-11-15
8087,1655,Delivered,2023-04-05,2023-04-14
8088,4533,Delivered,2024-08-02,2024-08-11
8089,4050,Delayed,2025-05-07,2025-05-09
8090,4400,Delivered,2026-03-19,2026-03-24
8091,9797,Delivered,2023-06-22,2023-06-30
8092,4935,Delivered,2024-05-29,2024-06-04
8093,9894,Delivered,2025-03-22,2025-03-26
8094,1432,Delivered,2024-12-16,2024-12-19
8095,1611,Delivered,2023-04-16,2023-04-19
8096,1307,Delayed,2024-03-21,2024-03-24
8097,5326,Delivered,2023-12-11,2023-12-13
8098,6818,Delivered,2025-05-23,2025-06-02
8099,9393,Delivered,2025-01-21,2025-01-31
8100,3456,Delayed,2023-10-18,2023-10-20
8101,7488,Failed,2024-01-15,
8102,6981,Delivered,2026-02-11,2026-02-17
8103,9048,In Transit,2024-09-16,
8104,9331,Delivered,2025-03-11,2025-03-13
8105,8729,Delivered,2024-07-08,2024-07-09
8106,7770,Delivered,2023-04-23,2023-05-01
8107,8857,In Transit,2026-05-05,
8108,9472,Delivered,2024-08-31,2024-09-04
8109,3648,Delivered,2024-10-17,2024-10-25
8110,4012,Delivered,2023-04-08,2023-04-13
8111,461,Delivered,2025-10-30,2025-11-07
8112,7104,Delivered,2024-08-16,2024-08-18
8113,1558,Delivered,2025-12-22,2025-12-28
8114,9454,Delivered,2023-12-22,2024-01-01
8115,7157,Delayed,2025-09-12,2025-09-18
8116,8839,Delivered,2024-02-20,2024-02-28
8117,8230,Delivered,2023-02-05,2023-02-06
8118,5372,Delivered,2026-06-23,2026-06-24
8119,8488,Delayed,2023-10-03,2023-10-07
8120,7027,Delivered,2024-04-18,2024-04-21
8121,1693,In Transit,2023-12-13,
8122,4682,Delivered,2024-04-10,2024-04-13
8123,358,Delivered,2023-08-19,2023-08-28
8124,9582,Delivered,2023-07-25,2023-07-26
